Total Questions: 155

ID              | Keyword    | Title
13010921237     | 穷养         | 适合大学生可以穷养的兴趣爱好有哪些?
1952335148826736065 | 穷养         | 大家都是如何穷养车的？
1972328014823031842 | 穷养         | 家里资产近三个亿、年收入几千万，却把我穷养到二十岁：连杯奶茶都嫌贵，童年只剩自卑，到底为什么这么狠心？
437726220       | 穷养         | 穷养和家里穷有什么区别？
1991992092017316374 | 穷养         | 何谓真正的穷养和富养？
1992399544797918970 | 穷养         | 我这算是穷养还是富养?
1964102503919522038 | 穷养         | 为什么说男孩子要穷养？男孩女孩不能一样的教育？
2002435073073489321 | 穷养         | 穷养女真的对吗？
2003149979187975347 | 穷养         | 穷养儿子富养女儿大家怎么看？
1940498188885824765 | 穷养         | 你觉得孩子富养好还是穷养好？
1979820913257113522 | 穷养         | 你知道“穷养儿富养女”是错误的嘛？
1939431825597531079 | 穷养         | 明明家境还说的过去存款能在县城买房（却未买），父母为什么穷养孩子?
342675146       | 穷养         | 独生女，一个家庭比较宽裕的独生女，如何看待父母对自己穷养，而且极度抠门？
1894847006649873999 | 穷养         | 父母穷养长大的女儿，现在都过得怎么样？
1927759900953519318 | 穷养         | 如何看待穷养孩子的教育方式?
1909663694142547691 | 穷养         | 有人说，男孩子要穷养，这句话会磨灭男孩子的志气吗？
30535293        | 穷养         | 男孩要穷养，女孩要富养。最客观的依据是什么?
28614542        | 穷养         | 穷养的孩子是否会有性格缺陷？如果有，有哪些？
1920882679966045551 | 穷养         | 被穷养长大，如何治愈骨子里的穷病？
1932440697312617088 | 穷养         | 男孩穷养，女孩富养，这个说法合理吗？
34628329        | 穷养         | 我是个穷养女，该怎么办？
1900490242449966505 | 穷养         | 如何看待儿子要穷养，女儿要富养？
1956815773986173891 | 穷养         | 为什么要穷养男富养女，这样的观念真的好吗？
1998461278923015817 | 穷养         | 富养女儿穷养儿的理念到底科学吗？
1927449018591602677 | 穷养         | 为什么传统观念里一边是穷养男，富养女，另一边又有重男轻女？
314604858       | 穷养         | 哪些瞬间让你认识到穷养女孩和富养女孩的差距？
1946908293097329191 | 穷养         | 为什么有的老年人年轻时穷养孩子，老了却想让儿女富养他们？
1932524672945231664 | 穷养         | 男生自卑敏感真的是因为穷养造成的吗？
513411396       | 穷养         | 为什么父母有钱却穷养我?
1932029574008537454 | 穷养         | 养孩子是富养好，还是穷养好？
15646590189     | 穷养         | 你认同女孩富养，男孩穷养的观念吗？
446771480       | 穷养         | 你们是如何看待穷养儿子富养女的？
395987434       | 穷养         | 有没有家庭条件富裕，但是被穷养大的女生？
1984218770726737370 | 穷养         | 你怎么看待“穷养儿子，富养女儿”这句话？
35416050        | 穷养         | 女孩被穷养是种怎样的体验？
8607853285      | 穷养         | 你赞成穷养儿子富养闺女吗？
273516891       | 穷养         | 女孩被穷养会变成什么样子？
1995475900897199455 | 穷养         | 穷养男富养女是正确的吗？
594515940       | 穷养         | 你觉得男孩子一定要穷养吗?
585125253       | 穷养         | 穷养儿富养女的真正含义是什么？
1928551548331493342 | 穷养         | 你真的认同“富养女儿，穷养儿子”吗？
2002513885115195862 | 穷养         | 如何理解“身体要穷养，灵魂要富养”这句话？
1947255188168615417 | 穷养         | 有哪些“穷养儿子富养女”的失败案例？
31486207        | 穷养         | 穷养儿，富养女这句话到底是什么意思？
12479426972     | 穷养         | “从小被父母‘穷养’长大的孩子成年后有哪些隐藏的心理缺陷？”?
38856960        | 穷养         | 穷养儿子，富养女的说法对吗？
651643717       | 穷养         | 为什么父母要对自己的孩子穷养？
655315231       | 穷养         | 从小被穷养长大的女生，现在上大学了不舍得花钱怎么办?
442351689       | 穷养         | 被穷养长大的女生后来怎么样了？
45799350        | 穷养         | 什么才算穷养，什么才算富养？
623977068       | 穷养         | 穷养和富养的孩子最大区别是什么？
629411202       | 穷养         | 好奇“儿穷养，女富养”这句话出自哪？
619032428       | 穷养         | 穷养的男生长大后都怎么样了？
12373162674     | 穷养         | 如何评价中国家庭教育中广泛传播的“穷养男，富养女”，同样受到来自男性，也就是父亲角色的支持？
1952906532875383765 | 富养         | 如何评价“穷养儿富养女”的教育理念?
1933295861783324356 | 富养         | 原来富养真的一眼就能看出来?
1913339978001416915 | 富养         | 为什么说对女儿要富养？
495917622       | 富养         | 被富养的孩子，会长成什么样？
1896443516030256720 | 富养         | 之前大众吹捧的女孩子富养真的是对的嘛？
336966408       | 富养         | 怎样看待社会中的“富养男”?
53819902        | 富养         | 什么是真正的富养？
23952938        | 富养         | 怎么看待男孩穷养，女孩富养？
645897769       | 富养         | 你知道什么才是真正的富养女孩吗？
1923854594477384659 | 富养         | 富养长大的女儿不会随便被男人骗走吗？
659000349       | 富养         | 女儿真的要富养吗？
28522014        | 富养         | 富养的女孩都有些什么样的优秀品质?
275572437       | 富养         | 那些被富养的女孩最后都怎么样了？
45726245        | 富养         | 穷养的男孩和富养的男孩区别在哪？
263470229       | 富养         | 哪件事让你认识到男孩也要富养？
664378460       | 富养         | 为什么说刻意富养自己不会更幸福？
546153980       | 富养         | 男孩子被富养是什么样的感受？
42175859        | 富养         | 富养女孩的说法正确吗？
58069688        | 富养         | 女孩富养，男孩穷养的真正含义？
503605235       | 富养         | 被穷养的女孩和被富养的女孩的区别在哪？
1960650542389915861 | 富养         | 女生要不要刻意富养自己?
52046399        | 富养         | 穷养的女孩和富养的女孩区别有多大？
1966995781308376117 | 富养         | 为什么我们越富养,孩子却似乎越脆弱，是爱错了还是爱的太多了?
20847677        | 富养         | 女孩为什么要富养，对她的成长来说有什么正面和负面的影响？
661300241       | 富养         | 怎么样才能富养女儿？
27312081        | 富养         | 富养长大的女生生活有什么不同？
61555257        | 富养         | 你们觉得女孩子富养是哪种富养？
52712156        | 富养         | 女孩到底是要穷养还是富养？
662734919       | 富养         | 你认为孩子要穷养还是富养？
437598948       | 富养         | 小时候没有被富养过的女孩，长大后如何富养自己？
27978429        | 富养         | 女孩怎么样才能做到自己富养自己?怎么改善因为穷养带来的自卑心理?
597651123       | 富养         | 女孩子为什么一定要富养？
1968267684413179129 | 富养         | 身边很多女性都在谈“富养自己”，可有人把它过成了消费攀比，到底什么是真正的“富养”？
616164044       | 富养         | 你知道什么才是真正的“富养”孩子吗？
55338781        | 富养         | 富养的女孩是否会有不好的品质？如果有，有哪些？
603020802       | 富养         | 你们家都是怎么养女孩子的？富养还是穷养?
7720194446      | 富养         | 刻意追求『富养内在小孩』会不会让人更幸福？为什么？
1923986777401725243 | 富养         | 孩子该穷养？还是富养？怎么样的教育才能把孩子教育的很好？
472864090       | 富养         | 从小被富养是种什么体验？
5025220291      | 富养         | 怎么样才算是富养自己呢？
631762846       | 富养         | 什么样的人才是真正的富养？
636566926       | 富养         | “男孩子要穷养，女孩子要富养”有道理吗？
34463700        | 富养         | 如何理解“男孩要穷养，女孩要富养”？
462649050       | 富养         | 家境一般，小孩却富养，孩子的人生会怎样？
461858111       | 富养         | 从小被爱富养的孩子长大后有什么特点？
652823242       | 富养         | 女儿真的需要富养么？
15053341377     | 富养         | 富养一个女孩需要多少钱?
618589919       | 富养         | 富养的女孩是什么样的？
1933945868920264360 | 富养         | 什么事情让你觉得女孩子一定要富养?
301517889       | 富养         | 被富养的女孩子是什么样子的。？
582026019       | 富养         | 女孩子富养，有多幸福？
734702501       | 富养         | 富养的女孩是什么性格？
1933404657872527511 | 富养         | 有个说穷养儿子富养闺女大家怎么看呢？
412994926       | 富养         | 什么是精神上的富养？
620846472       | 富养         | 有什么富养自己的最好方式吗？
464532224       | 富养         | 被精神富养的孩子是什么样的？
31399973        | 富养         | 为什么有穷养儿，富养女这种论调，这是封建思维吗？为什么我每次听到都很反感？
666638296       | 富养         | 怎么才算真正的富养自己？
791373908       | 富养         | 你会用什么样的方式富养自己？
315330921       | 富养         | 真正富养的女孩子是什么样？
1975719369620333151 | 富养         | 怎么样才算富养女儿呢？
329316028       | 富养         | 大家是怎样看待男生穷养，女生富养的态度?
1982926382712516757 | 富养         | 经济条件一般也要超前消费富养女儿吗？
600264174       | 富养         | 被富养长大的女孩是什么样子的？
1987990151595567101 | 富养         | 女儿要富养，怎么才是富养？
531246079       | 富养         | 为什么说富养女孩是富养心理？
49573725        | 富养         | 穷养和富养出来的女孩气质有什么差别？
637368479       | 穷养         | 为什么现在有男的穷养女的富养的说法?
645864273       | 富养         | 养自己都费劲的年轻人，为什么还要富养猫？
1974576458014938163 | 富养         | 富养女娃娃，大家都怎么养？
1996563156135339915 | 富养         | 如何科学实施男孩穷养女孩富养的教育方式？
1955561058078032996 | 富养         | 孩子富养是指什么？
1937148159940854689 | 富养         | 暑假带娃现在有了新的概念，说穷人所谓富养孩子是在暑假卷旅游，富人在卷内啡肽，你怎么看？
11017869921     | 富养         | 女人该如何重养自己、取悦自己、富养自己？
1942503200281305784 | 富养         | 怎样富养灵魂呢？读书？练字？锻炼？
1912168070769804595 | 富养         | 怎么富养女儿，除金钱方面的富养？
436507636       | 穷养         | 一个穷养的女孩是怎样的？

Invalid Questions (missing keywords): 0
